gene.name	ceRNA.total.sites	ceRNA.total.fams	shared.sites	shared.fams	shared.sites.rec	shared.fams.rec	target.total.sites	target.total.fams	pval.fams	pval.fams.rec	pval.sites	pval.sites.rec	pval.span	pval.clust	pval.even	pval.span.rec	pval.clust.rec	pval.even.rec	prod1	prod2	prod3	prod4	prod5	score	score.pval
PLXNA2	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
NAV1	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
RFWD2	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
TUFT1	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
FUNDC2	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
ERCC2	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
JUP	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
HSDL2	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
IMMT	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
CHCHD5	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
TMBIM1	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
TSFM	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
PSMG4	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
TCTN1	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
PACSIN2	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
HARS2	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
SMARCAD1	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
IKBKB	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
NLRX1	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
SWAP70	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
CHPT1	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
SNX6	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
CIAPIN1	1	1	1	1	2	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.84314214023914	1	1	1	0.750928217020554	0.750928217020554	0.206945378637277	0.069559226569729	0.00680625000000003	0.750928217020554	0.750928217020554	1	1.64567622193953	0.693956717027358
HS6ST1	2	2	1	1	2	1	39	33	0.158383458646616	0.158383458646617	0.15819375	0.84314214023914	1	1	1	0.293806750548917	0.293806750548917	0.207539791335283	0.133379816947455	0.0250853199728645	0.293806750548917	0.293806750548917	1	1.62993859948492	0.695794201714986
PALLD	2	2	1	1	2	1	39	33	0.158383458646616	0.158383458646617	0.15819375	0.84314214023914	1	1	1	0.293806750548917	0.293806750548917	0.207539791335283	0.133379816947455	0.0250853199728645	0.293806750548917	0.293806750548917	1	1.62993859948492	0.695794201714986
PML	2	2	1	1	2	1	39	33	0.158383458646616	0.158383458646617	0.15819375	0.84314214023914	1	1	1	0.293806750548917	0.293806750548917	0.207539791335283	0.133379816947455	0.0250853199728645	0.293806750548917	0.293806750548917	1	1.62993859948492	0.695794201714986
ZNF496	2	2	1	1	2	1	39	33	0.158383458646616	0.158383458646617	0.15819375	0.84314214023914	1	1	1	0.293806750548917	0.293806750548917	0.207539791335283	0.133379816947455	0.0250853199728645	0.293806750548917	0.293806750548917	1	1.62993859948492	0.695794201714986
ZNF569	2	2	1	1	2	1	39	33	0.158383458646616	0.158383458646617	0.15819375	0.84314214023914	1	1	1	0.293806750548917	0.293806750548917	0.207539791335283	0.133379816947455	0.0250853199728645	0.293806750548917	0.293806750548917	1	1.62993859948492	0.695794201714986
R3HDM2	2	2	1	1	2	1	39	33	0.158383458646616	0.158383458646617	0.15819375	0.84314214023914	1	1	1	0.293806750548917	0.293806750548917	0.207539791335283	0.133379816947455	0.0250853199728645	0.293806750548917	0.293806750548917	1	1.62993859948492	0.695794201714986
DDRGK1	2	2	1	1	2	1	39	33	0.158383458646616	0.158383458646617	0.15819375	0.84314214023914	1	1	1	0.293806750548917	0.293806750548917	0.207539791335283	0.133379816947455	0.0250853199728645	0.293806750548917	0.293806750548917	1	1.62993859948492	0.695794201714986
DSN1	2	2	1	1	2	1	39	33	0.158383458646616	0.158383458646617	0.15819375	0.84314214023914	1	1	1	0.293806750548917	0.293806750548917	0.207539791335283	0.133379816947455	0.0250853199728645	0.293806750548917	0.293806750548917	1	1.62993859948492	0.695794201714986
CPM	2	2	1	1	2	1	39	33	0.158383458646616	0.158383458646617	0.15819375	0.84314214023914	1	1	1	0.293806750548917	0.293806750548917	0.207539791335283	0.133379816947455	0.0250853199728645	0.293806750548917	0.293806750548917	1	1.62993859948492	0.695794201714986
BRF2	4	4	1	1	3	1	39	33	0.292323242888178	0.292323242888178	0.291362237460937	0.634620658048881	1	1	1	0.197465738792241	0.103018340995239	0.170212455193883	0.184904494868054	0.0854528783326608	0.197465738792241	0.103018340995239	1	1.60854888791775	0.695998366680278
CDKN1B	31	27	2	2	2	2	39	33	0.674699627528808	0.674699627528808	0.737495352563084	0.84314214023914	0.713806844352324	0.713806844352324	0.203888968758899	0.23755572491131	0.23755572491131	0.211130081416233	0.621813409976458	0.455219587387513	0.169568902356771	0.169568902356771	0.0415707115815673	1.59828837051446	0.69620253164557
ZBTB5	15	14	2	1	2	1	39	33	0.706649821107594	0.706649821107594	0.354446417723782	0.84314214023914	0.882514168011716	0.882514168011716	0.229577171214125	0.253159323493031	0.253159323493031	0.210082489795799	0.298848711239726	0.499353969671394	0.223416689746861	0.223416689746861	0.0527056775426797	1.56854467264079	0.696406696610862
PNRC2	26	26	2	2	2	2	39	33	0.653502109523167	0.653502109523167	0.644181994895303	0.84314214023914	0.39680522246216	0.39680522246216	0.202406413402891	0.521979144177769	0.521979144177769	0.199183026727894	0.543136985879544	0.427065007151229	0.207124050426067	0.207124050426067	0.0409683561866219	1.56100856735799	0.696610861576153
PISD	14	12	2	1	2	1	39	33	0.649492405014975	0.649492405014974	0.323335352539264	0.84314214023914	0.400864460059172	0.400864460059172	0.202246010970852	0.750928217020554	0.750928217020554	0.206945378637277	0.272617661154932	0.421840384172135	0.301020434259141	0.301020434259141	0.0409034489536219	1.55210167946631	0.696815026541445
TAB2	20	19	2	2	2	2	39	33	0.47653540957096	0.476535409570961	0.499935715184967	0.84314214023914	0.988055148866704	0.988055148866704	0.296501872435994	0.236473668244035	0.236473668244035	0.211204161307595	0.421516868883038	0.227085996574963	0.233649025479915	0.233649025479915	0.0879133603580507	1.53711916544748	0.697019191506737
RPS20	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
NME1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
HSPB11	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
SFRP1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
ARRDC2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
SEC61B	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
C12orf57	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
CEBPZ	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
ENO1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
SLIRP	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
ZNF141	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
ORMDL2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
AMOTL2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
MBD4	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
GEMIN2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
NUMBL	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
COX4I1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
EMILIN2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
RTTN	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
PRPF38A	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
COX5B	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
TACO1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
CCDC90B	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
TACC2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
SSB	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
MAN2A1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
PRDX1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
COPE	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
KIF18A	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
IFT46	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
SRD5A3	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
OCIAD1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
GTF3C2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
TMEM115	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
TXNL4B	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
C18orf8	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
UBXN4	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
EIF3H	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
NOTCH1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
MINDY3	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
CENPH	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
UXS1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
TMEM237	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
DRAM2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
PRKAG2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
SCRN2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
PSMB4	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
TRMU	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
UBXN1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
KIAA1143	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
DTX3L	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
CMBL	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
NDUFS4	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
FBXO38	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
MELK	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
PHKB	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
PITPNC1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
RBPMS2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
CACNB3	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
C1GALT1C1	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
CENPX	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
PPID	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
ZNF41	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
TRPM7	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
STX4	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
UTP4	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
POLR2B	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
RHOT2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
TUBB3	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
CLK4	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
TFAP2A	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
RABGGTB	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
NUDC	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
SF3B2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
CAMK2G	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
PRPF3	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
GSG2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
DKK3	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
TRMT12	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
SLC52A2	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
PRKCD	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
TSKU	1	1	1	1	1	1	39	33	0.0825000000000005	0.0824999999999999	0.0825	0.965195384200583	1	1	1	1	1	1	0.0796286191965481	0.00680625000000003	1	1	1	1.50405913687758	0.741322988975092
